Label,Subtype Type,Tags,Summary,Live on-chain,Description,URL,Image,Main Ecosystem,Twitter,Community,Whitepaper,Documentation,Confidence Level,Contact Info,Geographic Focus,v1,v2,v3
Bld.Ai,Builder,,"Our mission is to create meaningful jobs for millions of people, by teaching them how to build human-centered AI products.",,"Our teams of designers, developers, data scientists, and product leaders work with you to design and build digital products to set you apart from your competitors and deliver long term business value.",https://old.bld.ai/,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iNTMwIiBoZWlnaHQ9IjUzMCIgdmlld0JveD0iMCAwIDUzMCA1MzAiIGZpbGw9Im5vbmUiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI+CjxyZWN0IHdpZHRoPSI1MzAiIGhlaWdodD0iNTMwIiBmaWxsPSJibGFjayIvPgo8cmVjdCB4PSI4MCIgeT0iODAiIHdpZHRoPSIzNzAiIGhlaWdodD0iMjAiIGZpbGw9IndoaXRlIi8+CjxyZWN0IHg9IjQzMCIgeT0iODAiIHdpZHRoPSIyMCIgaGVpZ2h0PSI2NiIgZmlsbD0id2hpdGUiLz4KPHJlY3QgeD0iODAiIHk9IjgwIiB3aWR0aD0iMjAiIGhlaWdodD0iMzcwIiBmaWxsPSJ3aGl0ZSIvPgo8cmVjdCB4PSI4MCIgeT0iNDMwIiB3aWR0aD0iMTkxIiBoZWlnaHQ9IjIwIiBmaWxsPSJ3aGl0ZSIvPgo8cGF0aCBkPSJNMjAyIDE2N1YyNDguODA5QzIwMiAyNzYuOTY0IDIyNC45NSAzMDAgMjUzIDMwMEMyODEuMDUgMzAwIDMwNCAyNzYuOTY0IDMwNCAyNDguODA5QzMwNCAyMjAuNjU0IDI4MS4wNSAxOTcuNjE4IDI1MyAxOTcuNjE4QzI0MS4zNDMgMTk3LjYxOCAyMzAuNzQzIDIwMS42NCAyMjIgMjA4LjU4N1YxNjdIMjAyWk0yNTIuNjM2IDIxNy4zNjNDMjY5Ljc1NyAyMTcuMzYzIDI4My45NjQgMjMxLjYyMyAyODMuOTY0IDI0OC44MDlDMjgzLjk2NCAyNjUuOTk0IDI2OS43NTcgMjgwLjI1NSAyNTIuNjM2IDI4MC4yNTVDMjM1LjUxNCAyODAuMjU1IDIyMS4zMDcgMjY1Ljk5NCAyMjEuMzA3IDI0OC44MDlDMjIxLjMwNyAyMzEuMjU4IDIzNS41MTQgMjE3LjM2MyAyNTIuNjM2IDIxNy4zNjNaIiBmaWxsPSJ3aGl0ZSIvPgo8cGF0aCBkPSJNNDUwIDE2N1YyNDguODA5QzQ1MCAyNzYuOTY0IDQyNy4wNSAzMDAgMzk5IDMwMEMzNzAuOTUgMzAwIDM0OCAyNzYuOTY0IDM0OCAyNDguODA5QzM0OCAyMjAuNjU0IDM3MC45NSAxOTcuNjE4IDM5OSAxOTcuNjE4QzQxMC42NTcgMTk3LjYxOCA0MjEuMjU3IDIwMS42NCA0MzAgMjA4LjU4N1YxNjdINDUwWk0zOTkuMzY0IDIxNy4zNjNDMzgyLjI0MyAyMTcuMzYzIDM2OC4wMzYgMjMxLjYyMyAzNjguMDM2IDI0OC44MDlDMzY4LjAzNiAyNjUuOTk0IDM4Mi4yNDMgMjgwLjI1NSAzOTkuMzY0IDI4MC4yNTVDNDE2LjQ4NiAyODAuMjU1IDQzMC42OTMgMjY1Ljk5NCA0MzAuNjkzIDI0OC44MDlDNDMwLjY5MyAyMzEuMjU4IDQxNi40ODYgMjE3LjM2MyAzOTkuMzY0IDIxNy4zNjNaIiBmaWxsPSJ3aGl0ZSIvPgo8cGF0aCBkPSJNNDUwIDM0N0g0MzBWNDUwSDQ1MFYzNDdaIiBmaWxsPSJ3aGl0ZSIvPgo8cGF0aCBkPSJNMzM2IDE2N0gzMTZWMzAwSDMzNlYxNjdaIiBmaWxsPSJ3aGl0ZSIvPgo8cGF0aCBkPSJNNDQwIDMzN0M0NDUuNTIzIDMzNyA0NTAgMzMyLjUyMyA0NTAgMzI3QzQ1MCAzMjEuNDc3IDQ0NS41MjMgMzE3IDQ0MCAzMTdDNDM0LjQ3NyAzMTcgNDMwIDMyMS40NzcgNDMwIDMyN0M0MzAgMzMyLjUyMyA0MzQuNDc3IDMzNyA0NDAgMzM3WiIgZmlsbD0id2hpdGUiLz4KPHBhdGggZD0iTTMwMiA0NTBDMzA3LjUyMyA0NTAgMzEyIDQ0NS41MjMgMzEyIDQ0MEMzMTIgNDM0LjQ3NyAzMDcuNTIzIDQzMCAzMDIgNDMwQzI5Ni40NzcgNDMwIDI5MiA0MzQuNDc3IDI5MiA0NDBDMjkyIDQ0NS41MjMgMjk2LjQ3NyA0NTAgMzAyIDQ1MFoiIGZpbGw9IndoaXRlIi8+CjxwYXRoIGZpbGwtcnVsZT0iZXZlbm9kZCIgY2xpcC1ydWxlPSJldmVub2RkIiBkPSJNMzk4IDQzOS4yNDZDMzg5LjI5MiA0NDUuOTg4IDM3OC4zNjUgNDUwIDM2Ni41IDQ1MEMzMzguMDU3IDQ1MCAzMTUgNDI2Ljk0MyAzMTUgMzk4LjVDMzE1IDM3MC4wNTcgMzM4LjA1NyAzNDcgMzY2LjUgMzQ3QzM5NC45NDMgMzQ3IDQxOCAzNzAuMDU3IDQxOCAzOTguNUM0MTggMzk4LjY2NyA0MTcuOTk5IDM5OC44MzQgNDE3Ljk5OCAzOTlINDE4VjQ1MEgzOThWNDM5LjI0NlpNMzk4IDM5OUMzOTggNDE2LjEyMSAzODQuMTIxIDQzMCAzNjcgNDMwQzM0OS44NzkgNDMwIDMzNiA0MTYuMTIxIDMzNiAzOTlDMzM2IDM4MS44NzkgMzQ5Ljg3OSAzNjggMzY3IDM2OEMzODQuMTIxIDM2OCAzOTggMzgxLjg3OSAzOTggMzk5WiIgZmlsbD0id2hpdGUiLz4KPC9zdmc+Cg==",Celo,,,,https://docs.google.com/document/d/e/2PACX-1vSav5uXsr5lqLL9T9HyfiMWhwvDDrMH6o36_52wfj2CwIGi3VEanB157hBsGN2vrMxbreCJiRGlU4su/pub,,https://old.bld.ai/contact/,,0,0,1
BlockCities,Product,RWAs,"BlockCities started as collectibles, became a game, and are now just collectibles. They have no utility and never will.",,,https://blockcities.com/,https://pbs.twimg.com/profile_images/995431024757796864/qSyilNiZ_400x400.jpg,TBA,https://twitter.com/blockcities?lang=en,,,,,,,0,0,1
Blocklapse,NFT,,"A limited collection of generative, carbon-sequestering trees growing on Ethereum.",,"Each randomly-generated Blocklapse plant fills its environment with wonder as it grows unpredictably. The algorithm is hosted on-chain, ensuring the fully-grown collection will be available for future generations.",https://blocklapse.earth/,https://blocklapse.earth/blocklapse-logo.png,Ethereum,https://twitter.com/blocklapse,https://discord.com/invite/ZpKxyTPEyZ,,,,,,1,1,1
Bloom Network,Ground,,Climate action network with on-the-ground DAOs and an online social network. We help more people find and participate in regenerative actions.,,"There are 16 local Blooms in 7 countries, and over 50 projects have been incubated and started through the network. We estimate there are 30,000 people involved on the ground, and growing quickly. Bloom participants support each other across different towns and countries by sharing knowledge and building upon each other’s breakthroughs. If you are concerned about big social challenges like climate change and social inequality, through Bloom(ing) you will find ways to do something about it that is meaningful to you, in community with other people. If you are a maker or leader working on regenerative initiatives, Bloom is a place you can find peer support for developing your projects and distributing your offerings. ",https://bloomnetwork.org/,https://pbs.twimg.com/profile_images/1536871963569836033/Znm9EZ4c_400x400.jpg,TBA,,,,,,,,0,1,1
Bloomeria,NFT,,"We are a platform that funds the creation of protected areas by environmental organizations and citizens, connects actors, builds a community of contributors and establishes transparent participatory governance.",,"We offer an easy access to cryptocurrency fundraising to environmental organizations. Donators can select exactly which project they want to fund, and will get report on the results. We also help citizens to fund, create and manage protected areas.",https://bloomeria.org/,https://pbs.twimg.com/profile_images/1355088367013212161/aLWrVK0j_400x400.jpg,TBA,https://twitter.com/bloomeria_dao,,,,,,,1,1,1
BranchOutNow,Media,Media,Creating a Symbiosis of Climate Journalism & Carbon Farming,,"The mission of Branch Out is simple: Fight for climate justice with truth and trees. We are working at the cutting edge of climate action and media, developing a regenerative funding model which makes carbon farming the foundation of our media efforts as we work towards designing a carbon-negative media ecosystem.",https://t.co/miJ4vn41ak,"
https://pbs.twimg.com/profile_images/1115397302133448704/LWEcfrUS_400x400.png",Web2,https://mobile.twitter.com/branch_out_now,,,,,admin@branchoutnow.org,,0,1,1
Bru Finance,Protocol,RWAs,"Brú.Finance, India’s largest blockchain platform, is now bridging the US $4 Trillion gap between CeFi and DeFi to serve the 1.7 Billion unbanked, one-fourth of the global population, with Decentralized Finance backed by real-world assets (RWAs) - making Brú.Finance as the first ever DeFi protocol to already have an Asset Tokenisation & On-Chain Lending platform.",,"Unlike speculative assets, Bru finance offeers on-chain Real World Asset (RWA) NFTs with their value being derived from authentic Oracles to protect lenders' interests. And, the carefully integrated Brú.Finance Token is the safety net for the interest of the borrowers.",https://bru.finance/,https://bru.finance/img/brand-logo-bru.png,Celo,https://twitter.com/bru_finance,https://discord.gg/8C9SZXDy2r,,,,,,0,1,1
Bye Bye Plastic,Social,Plastic,Bye Bye Plastic aims to eliminate single-use plastics in the music industry in order to restore Earth balance. ,,"Whether you are an industry or event professional, an artist, a brand or an Eco-Warrior party-rocker, there's always a way to vibe along with the plastic-free party together!We provide a free and downloadable Eco-Rider for everyone to use. Artists, DJs & event professionals can then seamlessly state their preference while focusing on the rest of their gig. Saying no to plastic is the easy part. Finding an alternative, not so much. We’re here to help!",https://www.byebyeplastic.life/,"https://static.wixstatic.com/media/3d553b_be9e08514e574b2aa7228e008ca26c6c~mv2.png/v1/fill/w_238,h_120,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/ByeByePlasticFoundation_Logo-04.png",Celo,,,,,,,,0,1,1
byterocket,Builder,,"byterocket specializes in delivering simple, elegant solutions to complex problems, providing expert software development and smart contract audits.",,"We are a close-knit team of software geeks and tech enthusiasts, brought together by our shared passion for finding solutions to any problem. What makes us stand out as a team is our constant pursuit of improvement. We go above and beyond to understand your business's pain points and craft software solutions that tackle any challenge you may encounter.",https://byterocket.com/,https://uploads-ssl.webflow.com/5fdcc037936441269b8a680a/61abe57c6aefde61056438fe_byterocket_logo_from_svg.png,Cross-EVM,https://twitter.com/byterocket, https://t.me/byterocket,,,,https://byterocket.com/contact,,1,1,1
Carb0n .fi,Protocol,,"Carb0n.fi is a blockchain solution providing Carbon Offset NFTs to its users, funded by Owl venture, Blockseed, Lancer & http://Antler.co. ",,"Carb0n.fi’s vision is to incentivize global stakeholders to participate in achieving carbon neutrality and to democratize access to carbon markets for carbon credit stakeholders in ASEAN. The project is led by a team of experts in commodity trading, sustainability, blockchain marketing & community building, as well as full-stack blockchain development.",https://carb0n.fi/,https://pbs.twimg.com/profile_images/1465137554714349577/hMb_kNIg_400x400.jpg,Ethereum,https://twitter.com/carb0nfi,https://discord.gg/VpqVtJVdSn,https://carb0nfi.notion.site/carb0nfi/Carb0n-fi-White-Paper-fac96e32a2d04499a1f8bb17019a7230,,,hello@carb0n.fi,,0,1,1
Carbon Collective NFTs,NFT,Carbon | Tokenization,,Yes,,,,Polygon,,,,,,,,0,1,1
Carbon Path,Product,Carbon | Supply,"Our mission is to create scalable, verifiable, tradable carbon offsets. These offsets incentivize climate positive actions, like the early and responsible retirement of hydrocarbon assets like oil and gas wells. ",,"While many corporationns are trying to find credible offsts, these weels are causing trouble for the environment down the line. CarbonPath Group is developing a new carbon offset credit, one with rigorous verification standards and streamlined trading to reward plugging and abandoning these oil and gas wells before they become orphaned. Creates credits for coal mine retirement, industrial carbon capture, renewable energy installation, CO2 sequestration projects, decarbonizing production of chemical and matrials, capturing meethane leaks across industrial assets, and converting vehicle fleets from diesel to electric or renewable hydrogen.  ",https://www.carbonpathgroup.com/,https://images.squarespace-cdn.com/content/v1/6154d1fbbaeb5772e0f77715/968c1f5e-f7de-4104-a629-b850198f2210/CP_logo_white_secondary.png?format=1500w,Celo,,,,,,,,0,1,1
Carbon Title,Product,RWAs | Carbon | Demand,,,Carbon Title is an end-to-end software platform designed for the Real Estate Industry which is responsible for 38% of greenhouse gas emissions worldwide. Their tools help property owners and deveelopers to plan and reach their net zero goals through greener building choices and purchasing high quality carbon removals.,https://www.carbontitle.com/,https://uploads-ssl.webflow.com/620d9d383857aa8702e12405/620e6569ec18a1532b5aa950_C-Photos.png,Celo,,,,,,,,0,1,1
CarbonBase,Product,,,,,,,Web2,,,,,,,,1,0,1
CarbonDAO,Protocol,,The on-chain solution for sustainability: encode carbon offsetting into smart contracts.,,CarbonDAO works with suppliers to source Verified Carbon Units (VCUs) for tokensation and currently exploring supporting projects on the Verra Registry. Verra is the global leader in developing and mananging standards to reach sustainable development goals. CarbonDAO explores VCUs held in an approved off-chain custodian's active Verra registry account in exchange for a corresponding Semi-Fungible Security token (SFST0. An SFST minted provides the token with a unique VCU number. SFTs can be deposited in Carbon Pools in exchange for the Fungible Carbon Tokens corresponding to that Pool. The distribution of Carbon Pools' SFST properties controls the portfolio of carbon projects.  ,https://www.carbon-dao.com/,https://pbs.twimg.com/profile_images/1430551791100379140/Qi5BsQPt_400x400.jpg,TBA,https://twitter.com/CarbonDao,,,,,,,0,1,1
Carbonized,NFT,,,,"Carbonized NFTs are NFTs that consume carbon that has been captured from the atmosphere and bridged onto the blockchain. The purpose of carbonized NFTs is to remove tokenized carbon offsets from circulation, forcing corporations and organizations to innovate rather than buy their way towards satisfying carbon emissions regulations. You can think of a carbonized NFT as an on-chain carbon sink that doesn't just make blockchain transactions carbon neutral but carbon negative.",https://www.carbonized.xyz/,https://pbs.twimg.com/profile_images/1462474264452362242/tS3W6nn2_400x400.jpg,Polygon,https://twitter.com/carbonizedNFT,,,,,,,1,1,1
CarbonPaws,DEX,,,Yes,,https://carbonpaws.io/farm,https://pbs.twimg.com/profile_images/1421451827896225792/qbyj9sAW_400x400.jpg,Energy Web Chain,https://twitter.com/energywebdoge,https://discord.gg/ZGb5sMkA3b,,,,,,1,1,1
CarbonSwap,DEX,,,Yes,,carbonswap.finance ,,Energy Web Chain,,,,,,,,1,1,1
Cascadia Carbon,Protocol,,Empowering individuals and businesses to take action toward becoming carbon neutral by tokenizing trees and earning cryptocurrency from photosynthetically-generated carbon offsets .,,Cascadia Carbon is a US/Canadian company building market-based technology solutions to empower individuals in the fight against global warming through positive-growth investments. We are a carbon-neutral certified B-Corp founded in January 2019 and a proud member of Oregon Carbon’s Climate Change Collective.,https://cascadiacarbon.com/,https://media-exp2.licdn.com/dms/image/C560BAQFw1SdHrfE0hg/company-logo_200_200/0/1580709433170?e=1666224000&v=beta&t=gLW-xxs_pOMGqzFxuByBVf-jx9NvGIZRMffzJkfSjBk,TBA,,,,,,,,1,1,1
Celo,L1,,Our mission is to build a financial system that creates the conditions for prosperity—for everyone.,Yes,Celo is a mobile-first blockchain that makes decentralized financial (DeFi) tools and services accessible to anyone with a mobile phone. It aims to break down barriers by bringing the powerful benefits of DeFi to the users of the 6 billion smartphones in circulation today. Use this documentation as your guide into the Celo ecosystem!,https://celo.org/,https://pbs.twimg.com/profile_images/1493309659599486986/5ETdHxeE_400x400.jpg,Celo,https://twitter.com/CeloOrg,https://discord.gg/6yWMkgM,https://celo.org/pt/papers,https://docs.celo.org/,,,,0,0,1
Celo Camp,Accelerator,Education | Funding,Participate in accelerator program and receive funding to build your blockchain project. ,,"After three successful Celo Camp batches, we are coming back strong in September 2021 with Celo passing the 1M registered addresses mark! Our fast-growing community is now 280+ teams strong, with over 800 developers, spanning 70+ countries.  Get ready to take your projects from ideation to market in just 8 weeks through our curated curriculum, mentorship program, exclusive network, events, and get the chance to win prizes amounting to $30,000 cUSD. Celo Camp is an independent initiative run by entrepreneurs passionate about the potential for global financial inclusion, mass adoption of digital money & acceleration of startups that will build this vision. We guide founders through the blockchain ecosystem and help businesses grow to success.",https://www.celocamp.com/,"https://static.wixstatic.com/media/8caecf_cc24c7c8eab64fd580347b508ead56ee~mv2.png/v1/fill/w_480,h_96,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/CeloCamp_logo_new_HP_dark.png",Celo,https://twitter.com/celo_camp,https://discordapp.com/invite/KRhymUv,,,,,,0,1,1
Celo Foundation,Network,Education | Community | Funding,Celo's mission is to build a financial system that creates the conditions for prosperity—for everyone.,Yes,"The Celo Foundation is a non-profit organization based in the US that supports the growth and development of the open-source Celo Platform. Guided by the Celo community tenets, the Foundation contributes to education, technical research, environmental health, community engagement, and ecosystem outreach—activities that support and encourage an inclusive financial system that creates the conditions for prosperity for everyone.",https://celo.org/,https://pbs.twimg.com/profile_images/1493309659599486986/5ETdHxeE_400x400.jpg,Celo,https://twitter.com/CeloOrg,https://discord.gg/6yWMkgM,https://celo.org/pt/papers,https://docs.celo.org/,Good,"https://discord.com/invite/6yWMkgM 
",,1,1,1
Celo Reserve,Reserve,Carbon | Demand,A basket of cryptocurrencies enabling the Mento protocol to expand and contract the supply of Mento stable assets in-line with user demand.,Yes,"The Mento Reserve ensures that non-CELO reserve assets are held safely through the use of approved, qualified and licensed custodians in a country that is not blacklisted by the Financial Action Task Force or subject to sanctions prohibitions. Custodians are required to make publicly available the assets they hold on behalf of the Mento Reserve to ensure that stakeholders and the broader community have full transparency with respect to reserve assets.",https://celoreserve.org/,https://celoreserve.org/assets/mento-logo.svg,Celo,https://twitter.com/CeloOrg,https://discord.gg/6yWMkgM,,https://docs.mento.org/mento-protocol/core/overview,,,,1,1,1
Centree,Protocol,Carbon | Supply,"Centree uses low-carbon blockchain technology to value and authenticate areas of old growth forests, issuing digital securities that combine ongoing carbon revenues with a new way of connecting a liquid market price to the age of a tree.",,"Centree finances the protection of old growth forests by turning them into investable, living assets.This offsets the economic pressure to destroy these fragile ecosystems, creating ongoing income that delivers both investor returns and funding for long-term sustainable land stewardship. ",https://www.centree.org/,https://images.squarespace-cdn.com/content/v1/60f5bb390ec4ad4f58043577/c9b6f661-af95-4ffb-a16f-9440e0217bd4/Centree+White_M.png?format=1500w,TBA,TBA,TBA,TBA,TBA,,contact@centree.org,,1,1,1
Centrifuge,Protocol,RWAs,Centrifuge is unlocking economic opportunity for all by connecting people to borrow and lend money transparently and cost-effectively; free of rent-seeking intermediaries and the inefficiencies of traditional finance.,Yes,"Centrifuge bridges assets like invoices, real estate, and royalties to DeFi. Borrowers can finance their real-world assets without banks or other intermediaries; providing liquidity is open to everyone and investors receive a return plus CFG rewards. ",https://centrifuge.io/,https://pbs.twimg.com/profile_images/1144565681977024512/KM_4CoiV_400x400.jpg,Polkadot,https://twitter.com/centrifuge,https://centrifuge.io/discord,,https://docs.centrifuge.io/,,,,0,1,1
Chainlink,Data,RWAs,"Securely connect smart contracts with off-chain data and services Chainlink decentralized oracle networks provide tamper-proof inputs, outputs, and computations to support advanced smart contracts on any blockchain.",,,https://chain.link/,https://s2.coinmarketcap.com/static/img/coins/200x200/1975.png,Ethereum,,,,,,,,,,
Changeblock,Protocol,Carbon | Tokenization,"Connecting project developers, climate assets, data and finance in a trustworthy, transparent climate ecosystem.",Beta,"Changeblock addresses the structural changes necessary to support global decarbonization by introducing a transparent market infrastructure that, at its core, enables access, trust, liquidity, marketability, assurance of contract completion, and connectivity across regional climate markets to global capital and private sector institutions. Changeblock homogenizes diverse climate assets to create a marketplace that promotes high-quality impact investment and better environmental, social, and governance outcomes for all participants. To achieve this, Changeblock has developed two transparent and accessible classes of instruments, known as Climate Backed Tonnes (CBTs) and Changeblocks (CBLKs), and a utility asset, called CHNG.",https://www.changeblock.com/,https://pbs.twimg.com/profile_images/1453029337373020164/EtnsuPRi_400x400.jpg,TBA,https://twitter.com/Changeblock_io,https://discord.gg/changeblock,https://assets.website-files.com/613a3a53cc2786f9a3b03bd3/61969b0ccc0cc61ebc4127e4_Changeblock%20Pre-publication%20Whitepaper.pdf,TBA,,https://www.changeblock.com/faqs ,,1,1,1
cLabs,Network,,"cLabs is a Teal organization, an emerging organizational design that aligns with decentralization",Yes,"cLabs is a member of the Alliance for Prosperity and part of the community working on Celo. cLabs' built an open, decentralized platform, designed to support stablecoins and tokenized assets, which are optimized for mobile phones.",https://clabs.co/,https://clabs.co/_next/static/images/clabs-f765bd7aa9040f4003b3a0d01c7f8fb7.svg,Celo,https://twitter.com/clabs,TBA,TBA,TBA,Good,,,1,1,1
Climate Collective,Network,Funding | Education,"Inspired by Charles Eisenstein's Sacred Economics, the collective is proposing that over the next 4 years, up to 40% of the Celo Reserve (which backs the Celo Dollar and Celo Euro stablecoins) transition to tokenized rainforest and other carbon sequestering assets to support natural capital backed currencies on the Celo platform. Climate Collective also aims to leverage Celo’s mobile-first infrastructure to improve the transparency and efficiency in disbursement of nature-based finances. ",Yes,"The Climate Collective is an expanding coalition of companies collaboratively building at the intersection of web3 and climate action. Through grant funding, member partnerships, and community education, we support a range of impactful products and interoperable protocols that progress the Regenerative Finance (“ReFi”) ecosystem. Our mission is to accelerate regenerative applications using Celo’s carbon-negative blockchain and mobile-first infrastructure, with the overarching goal of backing Celo stablecoins by tokenized natural assets using the Celo Reserve.",https://climatecollective.org/,https://pbs.twimg.com/profile_images/1504155213183209475/yiWiJReV_400x400.jpg,Celo,https://twitter.com/clim8collective,,https://celo.org/papers,TBA,Good,https://discord.com/invite/atBpDfqQqX,,1,1,1
Climate Friends,Network,Community,Community is a vital resource as we navigate the climate risis. Climate Friends is an open and inclusive community. We're intentionally fostering diversity and creating a healthy environment where friends can be friends. ,,"Climate Friends is like a supportive commuity that is not therapy although participation is complementary to therapy for climate anxiety. Membership payment is opt-in and all memberships include all community offerings: access to online community spaces, invitations to virtual events, platforms to organize your own events, curated resources, and a membership badge. ",https://www.joinclimatefriends.com/,https://uploads-ssl.webflow.com/60f89d47c5f9d6ee8194aca4/60f9db2063bc0495cade50c9_Climate%20Friends%20logo_circle%20green-purple%20drop-shadow-p-500.png,Web2,https://twitter.com/climatefriends_,Circle: http://climatefriends.club/ and Discord http://climatefrens.xyz/,,,,,,0,0,1
Climate Futures (1PLANET),Protocol,Carbon | Tokenization,"1PLANET is an eco-system with many connectivity points for scalability for individual, small-business, and enterprise solutions.",Yes,"1PLANET tokens will power our Hyperledger and unlike non-blockchain solutions, buyers of 1PLANET token have the options to bank (store in their crypto-wallet), transfer, or use these tokens in the future for offsetting or with partner e-commerce platforms. After each 1PLANET token is used for offsetting, the token will be permanently burned, and the corresponding carbon credits from Climate Futures project portfolio will be permanently retired/burned and their serial numbers are written into the blockchain for an immediate audit trail.",https://climatefutures.io/,https://climatefutures.io/wp-content/uploads/2018/04/climate-ico-logo-new.png,Polygon,,,,,,,,0,1,1
Climate Guardians,NFT,Media,The First “Play-To-Preserve” Strategy Game Where Players Team Up To Fight Deforestation & Save the Amazon,,"Climate Guardians is a Free-to-Play resource management and isometric real-time strategy game. It introduces a brand new concept known as Play-To-Preserve to the blockchain gaming industry where players have the unique opportunity to contribute positively to climate change, particularly in relation to the increasing issue of deforestation in the Amazon Rainforest. With the Rainforest DAO Treasury formed through a token curency, the community will decide which rainforest projects and CO2 Tokens should be invested in.",https://climateguardians.io/,https://pbs.twimg.com/profile_images/1523818614855503873/Ip8ZwhEI_400x400.jpg,Celo,https://twitter.com/ClimateGuards,,https://climate-guardians.gitbook.io/docs/game/introduction,,,,,0,1,1
ClimateDAO,DAO,Community,ClimateDAO unites everyday investors with tools to put a dent in climate change ... Our broad mission is to use technology to enable human flourishing.,,"Historically, the title activist investor has been reserved for hedge fund managers with hoards of capital at their disposal. ClimateDAO democratizes this through mass coordination, empowering investors to hold companies accountable to shareholders and the environment.",https://climatedao.xyz/,https://pbs.twimg.com/profile_images/1499761953882923009/ZfgXLTBO_400x400.png,TBA,https://twitter.com/climate_DAO,https://t.co/fRF6ffkBrA,,,,,,0,1,1
ClimateTrade,Product,Vertical,We aim to help companies achieve carbon neutrality by providing our innovative emissions offsetting services.,,At CLIMATETRADE we connect companies willing to offset their carbon emissions to a large number of verified environmental projects.,https://climatetrade.com/,https://climatetrade.com/wp-content/uploads/2022/03/logo-blue-climate-trade-2.jpg,Algorand,,,,,,https://climatetrade.com/contact/,,1,1,1
ClimeDAO,DAO,Community,,,"At Clime DAO we are on a mission to empower hundreds of millions of consumers, individuals and households (ICH) to take actions that creates positive impact. We enable every action of yours to be incentivized thereby increasing your stake in a one-of-a-kind carbon economy.",https://www.climedao.com/,https://pbs.twimg.com/profile_images/1511646045742432258/kwWwkOce_400x400.jpg,TBA,https://twitter.com/climedao,https://discord.com/invite/EF6QdcWSrF,https://www.climedao.com/assets/WhitePaper.pdf,,,,,0,1,1
Closer,Ground,Village,The operating system for sovereign communities,,,https://closer.earth/,,Celo,,https://discord.gg/BVy5mmgvud,,,,,,0,1,1
Cred Protocol,Protocol,Carbon | Demand,Cred is a decentralized credit score. A financial pirmitive that enables web3 smart contracts to make better risk-based decisions. ,,"Created for DeFi lending protocols and DAOs who can use Cred's scores to offer capital-efficient loans and qualify membership. Cred scores risk by correlating propensity for loan liquidation with on-chain wallet history. We're helping regular people use their good reputation to amplify access to financial resources, whether expanding a business or buying a house. DeFi loans are commonly overcollatearlized up to 800%, making them unusable by regular people. By quantifying borrowing risks we're enabling access to loans that make a difference. ",https://www.credprotocol.com/,https://uploads-ssl.webflow.com/61b78b5192c07cdf86ed8797/61b78b5192c07c3f17ed87a1_CredLogo.svg,Polygon,https://twitter.com/cred_protocol,https://discord.gg/MtDHUX9mD6,,https://docs.credprotocol.com/,,,,0,0,1
Creol,Protocol,Carbon | Demand,"Solutions for people, places and products We have solutions for individuals and businesses with our subscriptions, one-off purchases and IoT building control systems.",Yes,"Creol uses IoT that monitors your building system using blockchain to create a completely verified system.
With our mobile dApp, users can manage their personal comfort levels, energy usage, carbon footprint and responses to help you better your buildings. By enabling verified data in our system, tenants who want a green building no longer have to base decisions on reputation and trust. We can provide a truly transparent eco-system for managing and offsetting carbon, so when you say your building is green, now you can prove it. Buildings with a Creol system installed create an environmental benefit by supporting projects that remove more carbon dioxide from the atmosphere than the buildings produce, making them Carbon positive.",https://www.creol.io/,"https://static.wixstatic.com/media/8f8013_a74022581fe942ed92c3cbbcdaa9ab80~mv2.png/v1/fill/w_147,h_39,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Creol_Logo_Text_Purple.png",Polygon,,,,,,,,1,1,1
Crypto Carbon Ratings Institute,Registry,Standards,We provide data on the carbon exposure of investments and business activities in the field of cryptocurrencies and beyond.,,We at the Crypto Carbon Ratings Institute assist companies in the crypto space in understanding and managing their climate impact. Our approaches root on a sound data basis and span across all layers of technology and business.,https://carbon-ratings.com/,https://carbon-ratings.com/img/logo.png,Web2,,,,,,,,0,1,1
Crypto Climate Accord,Network,,"Inspired by the Paris Climate Agreement, the Accord is a private sector-led initiative for the entire crypto community focused on decarbonizing the cryptocurrency industry in record time.",Not sure (waiting for an email response),"CCA is a private sector-led initiative for the entire crypto community focused on decarbonizing the cryptocurrency and blockchain industry in record time by prioritizing climate stewardship and supporting the entire crypto industry’s transition to net-zero greenhouse gas emissions by 2040.The Crypto Climate Accord has two main goals: to achieve net-zero emissions from electricity consumption for CCA Signatories by 2030 & to develop standards, tools, and technologies to accelerate the adoption of and verify progress toward 100% renewable-powered blockchains by 2025. ",https://cryptoclimate.org/,https://cryptoclimate.org/wp-content/uploads/2021/07/CCA-logo__green.svg,Web2,https://twitter.com/CryptoClimAcc,TBA,https://cryptoclimate.org/wp-content/uploads/2021/12/RMI-CIP-CCA-Guidance-Documentation-Dec15.pdf,TBA,Medium (not enough information),Submit a message here https://cryptoclimate.org/engage-with-us/   ,,1,1,1
